Country (mentioned),Review Date,Claim,Source,Label,Fact-checked Article,clean_claims,clean_claims_wsw
Italy,"Apr 11, 2020",italian bills thrown into the street to protest pandemic covid-19,social media,0,https://colombiacheck.com/chequeos/estas-fotos-no-muestran-italianos-arrojando-dinero-las-calles-por-pandemia-de-covid-19,italian bills thrown into the street to protest pandemic covid,italian bills thrown street protest pandemic covid
Senegal,"Apr 10, 2020",seven children in senegal died after being given a vaccine for coronavirus,multiple sources,0,https://factcheck.afp.com/senegalese-children-did-not-die-coronavirus-vaccine-which-does-not-yet-exist,seven children in senegal died after being given vaccine for coronavirus,seven children senegal died given vaccine coronavirus
United States,"Apr 10, 2020","u.s. president donald trump said ""i don't care how sick you are. [...] get out and vote"" during the covid-19 coronavirus disease pandemic.",multiple sources,1,https://www.snopes.com/fact-check/trump-care-how-sick-coronavirus/,president donald trump said dont care how sick you are get out and vote during the covid coronavirus disease pandemic,president donald trump said dont care sick get vote covid coronavirus disease pandemic
United States,"Apr 10, 2020",images show mass graves being dug in new york to bury victims of the covid-19 coronavirus disease pandemic in 2020.,multiple sources,1,https://www.snopes.com/fact-check/mass-graves-covid-19-deaths/,images show mass graves being dug in new york to bury victims of the covid coronavirus disease pandemic in,images show mass graves dug new york bury victims covid coronavirus disease pandemic
Philippines,"Apr 10, 2020",information from a philippine hospital shows correlation between covid-19 and grocery shopping,multiple sources,1,https://factcheck.afp.com/philippine-hospital-shot-down-1-claims-linking-covid-19-grocery-shopping,information from philippine hospital shows correlation between covid and grocery shopping,information philippine hospital shows correlation covid grocery shopping
United States,"Apr 10, 2020",video of bodybags of coronavirus victims in new york,social media,0,https://www.altnews.in/video-from-ecuador-showing-coronavirus-victims-in-body-bags-shared-as-new-york/,video of bodybags of coronavirus victims in new york,video bodybags coronavirus victims new york
South Africa,"Apr 10, 2020",video of looting at a shop in south africa during the lockdown,social media,0,https://www.altnews.in/old-video-of-shop-looted-in-south-africa-shared-as-recent-in-view-of-coronavirus-lockdown/,video of looting at shop in south africa during the lockdown,video looting shop south africa lockdown
Italy,"Apr 10, 2020",man jumps off a building after losing his family to coronavirus,social media,0,https://www.boomlive.in/fake-news/2015-video-from-philadelphia-peddled-as-coronavirus-suicide-in-italy-7620,man jumps off building after losing his family to coronavirus,man jumps building losing family coronavirus
Senegal,"Apr 10, 2020",seven children in senegal died after being given a vaccine for coronavirus,social media,0,https://www.snopes.com/fact-check/7-senegal-kids-die-covid-vax/,seven children in senegal died after being given vaccine for coronavirus,seven children senegal died given vaccine coronavirus
United States,"Apr 10, 2020",dr. charles lieber has been arrested for making the coronavirus,multiple sources,0,https://factual.afp.com/el-arresto-del-cientifico-estadounidense-charles-lieber-no-tiene-relacion-con-la-venta-del-covid-19,dr charles lieber has been arrested for making the coronavirus,dr charles lieber arrested making coronavirus
Ecuador,"Apr 10, 2020",the image shows victims of the coronavirus in ecuador,multiple sources,0,https://factual.afp.com/esta-foto-de-cuerpos-tendidos-en-el-suelo-no-se-tomo-en-ecuador-durante-la-pandemia-del-covid-19,the image shows victims of the coronavirus in ecuador,image shows victims coronavirus ecuador
Colombia,"Apr 10, 2020",duke third best leader to take action against covid-19,facebook,0,https://colombiacheck.com/chequeos/duque-no-es-tercer-mandatario-en-tomar-mejores-medidas-frente-al-covid-19,duke third best leader to take action against covid,duke third best leader take action covid
Colombia,"Apr 10, 2020",duke third president who has taken better measures against covid-19,facebook,0,https://colombiacheck.com/index.php/chequeos/duque-no-es-tercer-mandatario-en-tomar-mejores-medidas-frente-al-covid-19,duke third president who has taken better measures against covid,duke third president taken better measures covid
India,"Apr 9, 2020",a disaster management act has been implemented under which no citizen is allowed to post any update on coronavirus.,whatsapp,1,https://thelogicalindian.com/fact-check/disaster-management-act-coronavirus-supreme-court-20523,disaster management act has been implemented under which no citizen is allowed to post any update on coronavirus,disaster management act implemented citizen allowed post update coronavirus
United Kingdom,"Apr 9, 2020",Queen Elizabeth ii of england contracted coronavirus.,multiple sources,0,https://factual.afp.com/no-el-palacio-de-buckingham-no-dijo-que-la-reina-haya-dado-positivo-al-nuevo-coronavirus,queen elizabeth ii of england contracted coronavirus,queen elizabeth ii england contracted coronavirus
United States,"Apr 9, 2020",two leds and a book by cia would have predicted the covid-19.,multiple sources,0,https://ici.radio-canada.ca/nouvelle/1692322/covid-19-coronavirus-voyant-prediction-prevision-abighya-anand-sylvia-browne,two leds and book by cia would have predicted the covid,two leds book cia would predicted covid
Italy,"Apr 9, 2020","a photo of a couple locked in an intimate embrace with their face masks lowered has been shared in facebook posts that claim they were nurses who were treating covid-19 patients in an italian hospital. this is 0, the photo was taken by an associated press photographer at barcelona’s airport. this post, published on march 25, 2020, tells the story of “sofia and antonio who worked as nurses in italy,” and says they left their own children behind to help treat patients, only to become victims themselves.",multiple sources,0,https://factcheck.afp.com/photo-does-not-show-nurses-treating-covid-19-patients-italy,photo of couple locked in an intimate embrace with their face masks lowered has been shared in facebook posts that claim they were nurses who were treating covid patients in an italian hospital this is the photo was taken by an associated press photographer at barcelonas airport this post published on march tells the story of sofia and antonio who worked as nurses in italy and says they left their own children behind to help treat patients only to become victims themselves,photo couple locked intimate embrace face masks lowered shared facebook posts claim nurses treating covid patients italian hospital photo taken associated press photographer barcelonas airport post published march tells story sofia antonio worked nurses italy says left children behind help treat patients become victims
India,"Apr 9, 2020",muslims in india are manufacturing fake hand sanitisers.,social media,1,https://www.indiatoday.in/fact-check/story/fake-sanitisers-seized-bangladesh-pics-viral-india-with-communal-spin-1664927-2020-04-09,muslims in india are manufacturing fake hand sanitisers,muslims india manufacturing fake hand sanitisers
Italy,"Apr 9, 2020",italy’s spike in novel coronavirus or covid-19 numbers is a direct result of italians wearing shoes at home,multiple sources,1,https://factcheck.afp.com/health-experts-refute-1-claim-wearing-shoes-indoors-main-reason-hike-covid-19-infections,italys spike in novel coronavirus or covid numbers is direct result of italians wearing shoes at home,italys spike novel coronavirus covid numbers direct result italians wearing shoes home
United States,"Apr 9, 2020","the fda, the american agency regulatory remedies, approved the use of hydroxychloroquine in all patients with covid-19.",social media,0,https://www.boatos.org/mundo/fda-autorizou-hidroxicloroquina-todos-os-pacientes-covid-19-eua.html,the fda the american agency regulatory remedies approved the use of in all patients with covid,fda american agency regulatory remedies approved use patients covid
Brazil,"Apr 9, 2020",hospital das clinicas has no patients covid-19,social media,0,https://politica.estadao.com.br/blogs/estadao-verifica/e-falso-que-hospital-das-clinicas-nao-tenha-pacientes-com-covid-19/,hospital das clinicas has no patients covid,hospital das clinicas patients covid
Brazil,"Apr 9, 2020",the government of São Paulo manipulated the death toll from Covid-19,person,0,https://piaui.folha.uol.com.br/lupa/2020/04/09/verificamos-numero-casos-revisado-coronavirus/,the government of sao paulo manipulated the death toll from covid,government sao paulo manipulated death toll covid
United Kingdom,"Apr 9, 2020",britain's queen elizabeth praised philippine president duterte in her covid-19 speech,social media,0,https://factcheck.afp.com/no-britains-queen-elizabeth-did-not-mention-philippines-her-speech-novel-coronavirus,britains queen elizabeth praised philippine president duterte in her covid speech,britains queen elizabeth praised philippine president duterte covid speech
South Africa,"Apr 9, 2020",vehicles carrying anti-coronavirus vaccines pushed by the crowd in south africa,multiple sources,0,https://factuel.afp.com/cette-scene-demeute-en-afrique-du-sud-date-daout-2019-et-na-aucun-lien-avec-le-coronavirus,vehicles carrying anti coronavirus vaccines pushed by the crowd in south africa,vehicles carrying anti coronavirus vaccines pushed crowd south africa
Argentina,"Apr 9, 2020",truck bodies removed victims of coronavirus in buenos aires,multiple sources,0,https://factual.afp.com/el-cuerpo-que-retiraban-bomberos-no-era-de-una-persona-fallecida-por-coronavirus-sino-por-otra-causa,truck bodies removed victims of coronavirus in buenos aires,truck bodies removed victims coronavirus buenos aires
Ecuador,"Apr 9, 2020",deaths from covid-19 in ecuador are attacking people,facebook,0,https://colombiacheck.com/chequeos/no-esta-no-es-una-foto-de-los-fallecidos-por-covid-19-atacando-en-ecuador,deaths from covid in ecuador are attacking people,deaths covid ecuador attacking people
Venezuela,"Apr 9, 2020",curve spread of coronavirus in venezuela has been the fastest in the world,multiple sources,1,https://factual.afp.com/varios-paises-registraron-un-crecimiento-de-los-contagios-de-covid-19-mas-acelerado-que-venezuela-en,curve spread of coronavirus in venezuela has been the fastest in the world,curve spread coronavirus venezuela fastest world
United States,"Apr 9, 2020",“we’ve been in discussions with pharmacies and retailers to make drive-thru tests available in the critical locations identified by public health professionals. the goal is for individuals to be able to drive up and be swabbed without having to leave your car.” - STILL IN THE WORKS,donald trump,1,https://www.politifact.com/article/2020/apr/09/trump-vowed-bring-drive-thru-covid-19-test-sites-s/,weve been in discussions with pharmacies and retailers to make drive thru tests available in the critical locations identified by public health professionals the goal is for individuals to be able to drive up and be swabbed without having to leave your car still in the works,weve discussions pharmacies retailers make drive thru tests available critical locations identified public health professionals goal individuals able drive swabbed without leave car still works
United States,"Apr 9, 2020",a cbs news program used a brief clip from an italian hospital in a segment about the coronavirus crisis in new york city.,news media,2,https://www.snopes.com/fact-check/cbs-news-italian-hospital/,cbs news program used brief clip from an italian hospital in segment about the coronavirus crisis in new york city,cbs news program used brief clip italian hospital segment coronavirus crisis new york city
Mexico,"Apr 9, 2020","1 it curfew 96 hours to avoid contagion from rising on friday 10 april at 00:00 on tuesday 14 april 00:00 hours, any work activity will be suspended for the good of all mexicans, only allow access to health centers, hospitals and emergency justifiably be stopped and fined for people with social antagonism.",whatsapp,0,https://www.animalpolitico.com/elsabueso/toque-de-queda-abril-falso/,it curfew hours to avoid contagion from rising on friday april at on tuesday april hours any work activity will be suspended for the good of all mexicans only allow access to health centers hospitals and emergency justifiably be stopped and fined for people with social antagonism,curfew hours avoid contagion rising friday april tuesday april hours work activity suspended good mexicans allow access health centers hospitals emergency justifiably stopped fined people social antagonism
Italy,"Apr 8, 2020",italy lowers the number of politicians for the crisis of the covid-19,whatsapp,0,https://www.newtral.es/italia-no-ha-rebajado-el-numero-de-politicos-por-la-covid-19-la-medida-se-tomo-en-octubre-del-ano-pasado/20200408/,italy lowers the number of politicians for the crisis of the covid,italy lowers number politicians crisis covid
United States,"Apr 8, 2020",bill gates lists lessons from the fight against the novel coronavirus in an open letter,multiple sources,0,https://factcheck.afp.com/gates-foundation-urges-netizens-stop-sharing-fake-bill-gates-coronavirus-letter,bill gates lists lessons from the fight against the novel coronavirus in an open letter,bill gates lists lessons fight novel coronavirus open letter
United States,"Apr 8, 2020",dr. charles lieber has been arrested for making the coronavirus,social media,0,https://www.boomlive.in/fake-news/0-harvard-professor-arrested-for-manufacturing-novel-coronavirus-7597,dr charles lieber has been arrested for making the coronavirus,dr charles lieber arrested making coronavirus
Italy,"Apr 8, 2020",this image shows the coffins of victims of the new coronavirus in italy,multiple sources,0,https://factcheck.afp.com/photo-has-circulated-reports-about-coffins-earthquake-victims-italy-2009,this image shows the coffins of victims of the new coronavirus in italy,image shows coffins victims new coronavirus italy
Brazil,"Apr 8, 2020","i am currently in hospital ronaldo gazolla, reference hospital in the treatment of covid-19 in rio. i thought everything but patient! #boratrabalharrio",facebook,0,https://piaui.folha.uol.com.br/lupa/2020/04/08/verificamos-hospital-rio-coronavirus/,am currently in hospital ronaldo gazolla reference hospital in the treatment of covid in rio thought everything but patient,currently hospital ronaldo gazolla reference hospital treatment covid rio thought everything patient
South Korea,"Apr 8, 2020","coronavirus gone in south korea and under control in japan, restrictions in philippines are too relaxed",multiple sources,1,https://factcheck.afp.com/misinformation-circulates-online-about-covid-19-cases-and-lockdown-measures-asia,coronavirus gone in south korea and under control in japan restrictions in philippines are too relaxed,coronavirus gone south korea control japan restrictions philippines relaxed
China,"Apr 8, 2020",Didn't the coronavirus reach the cities of Beijing and Shanghai?,social media,0,https://poligrafo.sapo.pt/fact-check/nova-teoria-de-conspiracao-o-coronavirus-nao-atingiu-as-cidades-de-pequim-e-xangai,didnt the coronavirus reach the cities of beijing and shanghai,didnt coronavirus reach cities beijing shanghai
Australia,"Apr 8, 2020",australian researchers found that parasite cure covid-19,social media,1,https://politica.estadao.com.br/blogs/estadao-verifica/estudo-australiano-ainda-nao-provou-eficacia-de-remedio-contra-coronavirus-em-humanos/,australian researchers found that parasite cure covid,australian researchers found parasite cure covid
United States,"Apr 8, 2020",The FBI raided a synagogue in New York where masks were hoarded during COVID-19.,multiple sources,0,https://factuel.afp.com/covid-19-non-cette-perquisition-du-fbi-pour-recuperer-du-materiel-medical-na-pas-eu-lieu-dans-une,the fbi raided synagogue in new york where masks were hoarded during covid,fbi raided synagogue new york masks hoarded covid
Israel,"Apr 8, 2020","the israeli minister of health said that the coronavirus is a punishment against homosexuality. - THIS IS WRONG, HE HAS NOT MADE SUCH COMMENTS.",person,0,https://www.liberation.fr/checknews/2020/04/08/le-ministre-de-la-sante-israelien-teste-positif-avait-il-vraiment-lie-le-coronavirus-a-l-homosexuali_1784582,the israeli minister of health said that the coronavirus is punishment against homosexuality this is wrong he has not made such comments,israeli minister health said coronavirus punishment homosexuality wrong made comments
Senegal,"Apr 8, 2020",seven children in senegal died after being given a vaccine for coronavirus,multiple sources,0,https://factuel.afp.com/non-sept-enfants-ne-sont-pas-morts-au-senegal-apres-avoir-ete-vaccines-contre-le-coronavirus,seven children in senegal died after being given vaccine for coronavirus,seven children senegal died given vaccine coronavirus
United Kingdom,"Apr 8, 2020",british prime minister boris johnson has died.,news media,0,https://www.indiatoday.in/fact-check/story/fact-check-pakistan-news-channel-dawn-falls-fake-handle-uk-pm-boris-johnson-death-1664492-2020-04-08,british prime minister boris johnson has died,british prime minister boris johnson died
Mexico,"Apr 7, 2020","""i share a fact, without triumphalism: mexico is, after india, the country with less infected with coronavirus and the third with fewer deaths per number of inhabitants""",person,0,https://www.animalpolitico.com/elsabueso/mexico-paises-con-menos-casos-covid-19-falso/,share fact without triumphalism mexico is after india the country with less infected with coronavirus and the third with fewer deaths per number of inhabitants,share fact without triumphalism mexico india country less infected coronavirus third fewer deaths per number inhabitants
United Kingdom,"Apr 7, 2020",british prime minister boris johnson has died.,twitter,0,https://fullfact.org/health/boris-johnson-coronavirus-death/,british prime minister boris johnson has died,british prime minister boris johnson died
United States,"Apr 7, 2020",u.s. president donald trump will benefit financially if hydroxychloroquine becomes an established treatment for covid-19.,multiple sources,0,https://www.snopes.com/fact-check/trump-profit-hydroxychloroquine/,president donald trump will benefit financially if becomes an established treatment for covid,president donald trump benefit financially becomes established treatment covid
Brazil,"Apr 7, 2020",world bank classifies brazil as the best country in the fight against covid-19,news media,0,https://piaui.folha.uol.com.br/lupa/2020/04/07/verificamos-banco-mundial-coronavirus/,world bank classifies brazil as the best country in the fight against covid,world bank classifies brazil best country fight covid
Italy,"Apr 7, 2020","images show money on the streets, discarded by italians due to covid-19",multiple sources,0,https://factcheck.afp.com/these-photos-have-circulated-online-least-march-2019-covid-19-pandemic,images show money on the streets discarded by italians due to covid,images show money streets discarded italians due covid
India,"Apr 7, 2020",sharing covid-19 messages declared a punishable offence in india,multiple sources,0,https://factcheck.afp.com/hoax-circulates-india-government-has-banned-coronavirus-related-posts-social-media,sharing covid messages declared punishable offence in india,sharing covid messages declared punishable offence india
Brazil,"Apr 7, 2020","the capital of Paraná, Curitiba, had no deaths from the new coronavirus because Mayor did not close the city's trade. ",facebook,1,https://politica.estadao.com.br/blogs/estadao-verifica/post-no-facebook-distorce-fatos-sobre-combate-a-coronavirus-em-curitiba/,the capital of parana curitiba had no deaths from the new coronavirus because mayor did not close the citys trade,capital parana curitiba deaths new coronavirus mayor close citys trade
Libya,"Apr 7, 2020","video shows bodies of coronavirus infected patients lying on the shore, as countries are throwing them in the sea",social media,0,https://www.boomlive.in/fake-news/video-of-migrant-shipwreck-off-libyan-coast-revived-with-coronavirus-spin-7585,video shows bodies of coronavirus infected patients lying on the shore as countries are throwing them in the sea,video shows bodies coronavirus infected patients lying shore countries throwing sea
United States,"Apr 7, 2020","coronavirus stimulus payments, termed ""economic impact payments,"" are taxable and could reduce your 2020 tax refund.",multiple sources,0,https://www.snopes.com/fact-check/covid-stimulus-check/,coronavirus stimulus payments termed economic impact payments are taxable and could reduce your tax refund,coronavirus stimulus payments termed economic impact payments taxable could reduce tax refund
United States,"Apr 7, 2020",dr. charles lieber has been arrested for making the coronavirus,multiple sources,0,https://factuel.afp.com/non-un-scientifique-americain-na-pas-ete-arrete-pour-avoir-fabrique-et-vendu-le-coronavirus,dr charles lieber has been arrested for making the coronavirus,dr charles lieber arrested making coronavirus
Italy,"Apr 7, 2020","a shared over 8,000 times in 48 hours visual on facebook says that italy ""does not record new case"" of covid-19, ""but much of healings"" since april 4, seeing a ""hope"". it's wrong. if there is good light reflux hope of the epidemic in italy, the country's health authorities recorded 4,316 new cases of contamination on 5 april 3599 and the next day. these figures are still higher than the number of cures. factual afp reported on the balance sheet.",facebook,0,https://factuel.afp.com/coronavirus-non-litalie-na-pas-enregistre-aucun-nouveau-cas-debut-avril,shared over times in hours visual on facebook says that italy does not record new case of covid but much of healings since april seeing hope its wrong if there is good light reflux hope of the epidemic in italy the countrys health authorities recorded new cases of contamination on april and the next day these figures are still higher than the number of cures factual afp reported on the balance sheet,shared times hours visual facebook says italy record new case covid much healings since april seeing hope wrong good light reflux hope epidemic italy countrys health authorities recorded new cases contamination april next day figures still higher number cures factual afp reported balance sheet
Morocco,"Apr 7, 2020",morocco is ranked as the safest country facing covid-19,person,0,https://factuel.afp.com/non-le-maroc-ne-figure-pas-en-tete-dun-classement-des-10-pays-les-plus-surs-face-au-covid-19,morocco is ranked as the safest country facing covid,morocco ranked safest country facing covid
China,"Apr 7, 2020",Didn't the coronavirus reach the cities of Beijing and Shanghai?,multiple sources,0,https://factuel.afp.com/non-le-nouveau-coronavirus-na-pas-epargne-pekin-et-shanghai,didnt the coronavirus reach the cities of beijing and shanghai,didnt coronavirus reach cities beijing shanghai
France,"Apr 7, 2020",the map of France announcing dates of deconfinement by regions,person,0,https://www.lemonde.fr/les-decodeurs/article/2020/04/07/attention-la-carte-de-france-annoncant-des-dates-de-deconfinement-par-regions-est-un-faux_6035870_4355770.html,the map of france announcing dates of deconfinement by regions,map france announcing dates deconfinement regions
Mexico,"Apr 7, 2020","yellow bracelets will be placed on citizens who take to the streets without justification during the quarantine so that, in case of catching the new coronavirus, they will not be treated as a priority in hospitals",multiple sources,0,https://factual.afp.com/el-comunicado-sobre-colocar-pulseras-amarillas-durante-la-cuarentena-por-el-nuevo-coronavirus-es,yellow bracelets will be placed on citizens who take to the streets without justification during the quarantine so that in case of catching the new coronavirus they will not be treated as priority in hospitals,yellow bracelets placed citizens take streets without justification quarantine case catching new coronavirus treated priority hospitals
Kenya,"Apr 7, 2020",a video shows a member of the maasai tribe whipping people in kenya who refused to obey the government's self-quarantine orders during the covid-19 pandemic.,video,1,https://www.snopes.com/fact-check/kenyan-government-maasai-tribe/,video shows member of the maasai tribe whipping people in kenya who refused to obey the governments self quarantine orders during the covid pandemic,video shows member maasai tribe whipping people kenya refused obey governments self quarantine orders covid pandemic
China,"Apr 6, 2020",a video shows people in china tearing down a 5g tower in an attempt to stop the spread of covid-19 coronavirus disease.,social media,0,https://www.boomlive.in/world/coronavirus/0-chinese-people-topple-down-5g-towers-as-they-cause-coronavirus-7574,video shows people in china tearing down tower in an attempt to stop the spread of covid coronavirus disease,video shows people china tearing tower attempt stop spread covid coronavirus disease
Italy,"Apr 6, 2020",italians sing chinese song to thank china for covid-19 aid,multiple sources,0,https://factcheck.afp.com/video-shows-belarusian-band-singing-chinese-song-covid-19-outbreak,italians sing chinese song to thank china for covid aid,italians sing chinese song thank china covid aid
United States,"Apr 6, 2020",dr. charles lieber has been arrested for making the coronavirus,facebook,0,https://piaui.folha.uol.com.br/lupa/2020/04/06/verificamos-e-falso-pesquisador-preso-por-fabricar-coronavirus/,dr charles lieber has been arrested for making the coronavirus,dr charles lieber arrested making coronavirus
United States,"Apr 6, 2020",people in america looting mall due to fear of coronavirus,social media,0,https://www.altnews.in/old-video-from-mexico-viral-as-americans-looting-malls-due-to-fear-of-coronavirus/,people in america looting mall due to fear of coronavirus,people america looting mall due fear coronavirus
United States,"Apr 6, 2020",this video shows an orangutan washing its hands during the covid-19 pandemic,multiple sources,0,https://factcheck.afp.com/video-orangutan-has-circulated-reports-november-2019-months-novel-coronavirus-pandemic,this video shows an orangutan washing its hands during the covid pandemic,video shows orangutan washing hands covid pandemic
United States,"Apr 6, 2020",this video shows an orangutan washing its hands during the covid-19 pandemic,person,0,https://www.boomlive.in/world/coronavirus/video-of-orangutan-washing-hands-0ly-linked-to-covid-19-pandemic-7573,this video shows an orangutan washing its hands during the covid pandemic,video shows orangutan washing hands covid pandemic
China,"Apr 6, 2020",a drop of 21 million cellphone subscribers in china in early 2020 documents that the death toll from covid-19 was vastly underreported in that country.,multiple sources,3,https://www.snopes.com/fact-check/china-cellphones-coronavirus/,drop of million cellphone subscribers in china in early documents that the death toll from covid was vastly underreported in that country,drop million cellphone subscribers china early documents death toll covid vastly underreported country
Venezuela,"Apr 6, 2020","Several claims made by the Venezuelan model Ruby Demestoy about the new coronavirus, such as that it was conceived in a simulation ""during an event in 2019 in New York"" and that it was patented by a British institute",multiple sources,0,https://factual.afp.com/varias-de-las-afirmaciones-que-hace-la-modelo-venezolana-ruby-demestoy-en-un-video-sobre-el-nuevo,several claims made by the venezuelan model ruby demestoy about the new coronavirus such as that it was conceived in simulation during an event in in new york and that it was patented by british institute,several claims made venezuelan model ruby demestoy new coronavirus conceived simulation event new york patented british institute
United States,"Apr 6, 2020",dr. charles lieber has been arrested for making the coronavirus,social media,0,https://www.animalpolitico.com/elsabueso/charles-libier-no-fue-detenido-por-crear-el-coronavirus-covid-19/,dr charles lieber has been arrested for making the coronavirus,dr charles lieber arrested making coronavirus
United States,"Apr 6, 2020",dr. charles lieber has been arrested for making the coronavirus,whatsapp,0,https://www.colombiacheck.com/index.php/chequeos/charles-lieber-no-ha-sido-detenido-ahora-ni-hay-pruebas-de-que-su-detencion-en-enero-este,dr charles lieber has been arrested for making the coronavirus,dr charles lieber arrested making coronavirus
United States,"Apr 6, 2020","""there’s a study out that people with lupus aren’t catching this horrible virus.""",donald trump,0,https://www.factcheck.org/2020/04/trumps-0-coronavirus-claim-about-lupus-patients/,theres study out that people with lupus arent catching this horrible virus,theres study people lupus arent catching horrible virus
United States,"Apr 6, 2020","“now, they’re doing tests on airlines — very strong tests — for getting on, getting off. they’re doing tests on trains — getting on, getting off.”",donald trump,0,https://www.politifact.com/factchecks/2020/apr/06/donald-trump/donald-trump-wrong-about-covid-19-testing-airplane/,now theyre doing tests on airlines very strong tests for getting on getting off theyre doing tests on trains getting on getting off,theyre tests airlines strong tests getting getting theyre tests trains getting getting
China,"Apr 5, 2020",chinese muslims perform mass friday prayer despite covid-19 epidemic,social media,0,https://www.boomlive.in/world/coronavirus/old-video-revived-with-0-claims-of-mass-friday-prayers-in-china-7541,chinese muslims perform mass friday prayer despite covid epidemic,chinese muslims perform mass friday prayer despite covid epidemic
United States,"Apr 5, 2020",us president donald trump and / or presidential candidate joe biden referred to the novel coronavirus pandemic as a time when people are dying that have never died before.,social media,0,https://www.boomlive.in/world/coronavirus/quotes-attributed-to-trump-biden-traced-back-to-author-hemingway-7547,us president donald trump and or presidential candidate joe biden referred to the novel coronavirus pandemic as time when people are dying that have never died before,us president donald trump presidential candidate joe biden referred novel coronavirus pandemic time people dying never died
China,"Apr 5, 2020",Video showing Chinese in various parts of the world deliberately spreading the disease,social media,0,https://poligrafo.sapo.pt/fact-check/coronavirus-video-que-mostra-chineses-em-varias-partes-do-mundo-a-espalhar-a-doenca-deliberadamente-por-ordem-do-governo-e-autentico,video showing chinese in various parts of the world deliberately spreading the disease,video showing chinese various parts world deliberately spreading disease
United States,"Apr 5, 2020",Barack Obama advises Africans not to get vaccinated against Covid-19.,social media,0,https://zimfact.org/no-barack-obama-has-not-told-africans-to-reject-coronavirus-vaccines/,barack obama advises africans not to get vaccinated against covid,barack obama advises africans get vaccinated covid
Spain,"Apr 5, 2020",spanish biological researcher called on international football stars cristiano ronaldo and lionel messi to find a cure for covid-19 since they earn much more money than scientists.,social media,0,https://www.boomlive.in/world/coronavirus/did-a-biological-researcher-ask-ronaldo-messi-to-find-covid-19-cure-7553,spanish biological researcher called on international football stars cristiano ronaldo and lionel messi to find cure for covid since they earn much more money than scientists,spanish biological researcher called international football stars cristiano ronaldo lionel messi find cure covid since earn much money scientists
China,"Apr 5, 2020",china and japan are free of the novel coronavirus.,social media,0,https://www.boomlive.in/world/coronavirus/no-china-and-japan-are-not-free-of-the-novel-coronavirus-7546,china and japan are free of the novel coronavirus,china japan free novel coronavirus
India,"Apr 5, 2020",video of rahul and priyanka gandhi breaking coronavirus lockdown by stepping out,social media,0,https://www.indiatoday.in/fact-check/story/fact-check-rahul-and-priyanka-gandhi-s-old-video-shared-with-coronavirus-twist-1663502-2020-04-05,video of rahul and priyanka gandhi breaking coronavirus lockdown by stepping out,video rahul priyanka gandhi breaking coronavirus lockdown stepping
United Kingdom,"Apr 4, 2020",prince charles was cured of covid-19 with ayurveda,person,1,https://thelogicalindian.com/fact-check/prince-charles-ayurveda-covid-19-coronavirus-20456,prince charles was cured of covid with ayurveda,prince charles cured covid ayurveda
Australia,"Apr 4, 2020",500 body bags were delivered to an ice skating rink outside the australian city of adelaide during the novel coronavirus pandemic as itis being turned into a makeshift morgue.,social media,0,https://www.boomlive.in/world/coronavirus/australian-authorities-dismiss-rumours-of-ice-rink-converting-to-morgue-7536,body bags were delivered to an ice skating rink outside the australian city of adelaide during the novel coronavirus pandemic as itis being turned into makeshift morgue,body bags delivered ice skating rink outside australian city adelaide novel coronavirus pandemic itis turned makeshift morgue
China,"Apr 4, 2020",Didn't the coronavirus reach the cities of Beijing and Shanghai?,facebook,0,https://noticias.uol.com.br/comprova/ultimas-noticias/2020/04/04/como-verificamos-e-falso-que-xangai-e-pequim-nao-tiveram-casos-de-covid-19.htm,didnt the coronavirus reach the cities of beijing and shanghai,didnt coronavirus reach cities beijing shanghai
United States,"Apr 4, 2020",image shows ventilators that were sent to new york stuck in a warehouse.,social media,0,https://www.boomlive.in/world/coronavirus/were-ventilators-for-covid-19-stuck-in-a-warehouse-in-new-york-7527,image shows ventilators that were sent to new york stuck in warehouse,image shows ventilators sent new york stuck warehouse
Turkey,"Apr 4, 2020",video shows people leaving food packets on the road for the poor and needy who cannot earn due to the novel coronavirus lockdown.,social media,0,https://www.boomlive.in/world/coronavirus/no-food-donations-were-not-made-in-turkey-during-covid-19-lockdown-7528,video shows people leaving food packets on the road for the poor and needy who cannot earn due to the novel coronavirus lockdown,video shows people leaving food packets road poor needy cannot earn due novel coronavirus lockdown
Italy,"Apr 4, 2020",photo of an italian doctor waving goodbye to co-doctors as he is about to die due to coronavirus.,social media,1,https://www.indiatoday.in/fact-check/story/1-claim-about-covid19-patient-goes-viral-1663343-2020-04-04,photo of an italian doctor waving goodbye to co doctors as he is about to die due to coronavirus,photo italian doctor waving goodbye co doctors die due coronavirus
France,"Apr 4, 2020","a video intends to denounce a ""scandal of state"" by evoking ""rigged figures"" and ""disturbing facts"" on the management of the epidemic coronavirus in france",person,0,https://factuel.afp.com/coronavirus-attention-cette-video-qui-entend-denoncer-un-scandale-detat-contient-11-affirmations,video intends to denounce scandal of state by evoking rigged figures and disturbing facts on the management of the epidemic coronavirus in france,video intends denounce scandal state evoking rigged figures disturbing facts management epidemic coronavirus france
China,"Apr 4, 2020",Didn't the coronavirus reach the cities of Beijing and Shanghai?,multiple sources,0,https://factual.afp.com/shanghai-y-pekin-confirmaron-sus-primeros-casos-del-nuevo-coronavirus-en-enero,didnt the coronavirus reach the cities of beijing and shanghai,didnt coronavirus reach cities beijing shanghai
