Country (mentioned),Review Date,Claim,Source,Label,Fact-checked Article
United States,"Jul 9, 2020",“The CDC may have to stop calling COVID-19 an ‘epidemic’ due to a remarkably low death rate.”,facebook,0,https://www.politifact.com/factchecks/2020/jul/13/facebook-posts/no-cdc-not-verge-no-longer-calling-covid-19-epidem/
Australia,"Jul 9, 2020","A post criticises the composition of the body advising the Australian government on economic recovery from COVID-19, saying the members of the organisation do not have medical qualifications.",facebook,1,https://www.aap.com.au/1-claim-about-covid-commission-ignores-why-the-advisory-body-was-set-up/
Brazil,"Jul 9, 2020","In Cuiabá, Mato Grosso, near the parish of Cristo Rei do Padre Paulo Ricardo, several faithful fell on their knees praying the Holy Rosary for the end of the COVID-19 coronavirus pandemic.",multiple sources,0,https://checamos.afp.com/imagem-de-pessoas-rezando-ajoelhadas-foi-registrada-em-goiania-e-nao-em-cuiaba
China,"Jul 9, 2020",The Chinese aren’t taking any medicine or vaccine for coronavirus.,social media,0,https://newschecker.in/coronavirus/chinese-not-taking-medicine-for-coronavirus-is-0/
India,"Jul 9, 2020","IN TELENGANA, A COVID POSITIVE PERSON WAS TRYING TO ESCAPE FROM THE TEAM OF POLICE AND DOCTORS. WHY IS SUCH THINGS ARE HAPPENING ?",facebook,0,https://www.asianetnews.com/fact-check/video-of-man-escaped-from-covid-care-center-not-in-telangana-qd7lbf
United Kingdom,"Jul 9, 2020","The tests conducted at the 199 testing centres, as well as the mobile test centres, are all done within 24 hours.",boris johnson,1,https://fullfact.org/health/new-data-reveals-pms-testing-speeds-claims-as-wrong/
India,"Jul 9, 2020",Consuming alcohol beverages or vodka will reduce risk of COVID-19 infection,facebook,0,https://www.vishvasnews.com/english/health/fact-check-consuming-alcohol-beverages-or-vodka-will-not-reduce-risk-of-covid-19-infection/
Brazil,"Jul 9, 2020","Text published by the page “A little bit of everything” on Facebook recommends the drugs azithromycin, ivermectin and nitazoxanide for people with mild symptoms of covid-19 and indicates self-medication for those who do not want to go to a hospital.",social media,0,https://noticias.uol.com.br/comprova/ultimas-noticias/2020/07/08/azitromicina-ivermectina-e-nitazoxanida-automedicacao-nao-e-recomendado.htm
Brazil,"Jul 9, 2020","The President of Brazil, Jair Bolsonaro, was diagnosed with Covid-1 ......",jair bolsonaro,0,https://poligrafo.sapo.pt/fact-check/bolsonaro-a-hidroxicloroquina-esta-a-funcionar-ha-evidencias-cientificas-que-sustentem-a-eficacia-do-medicamento
Saudi Arabia,"Jul 9, 2020","The photo shows the Prophet Muhammads tomb in the Al-Masjid an-Nabawi in Medina, Saudi Arabia.",social media,0,https://www.boomlive.in/world/no-this-photo-is-not-of-the-prophet-muhammads-tomb-in-saudi-arabia-8810
Brazil,"Jul 9, 2020",Kkkk just when BOLSONARO is going to testify he gets covid19. And make a point of saying you got it. STRANGE,facebook,0,https://piaui.folha.uol.com.br/lupa/2020/07/09/verificamos-bolsonaro-depoimento-coronavirus/
India,"Jul 9, 2020","Dr. VK Srinivas, Vice-President of Bharath Biotech, He is taking first injection of COVID 19 vaccine. They have confidence in their product'",photo,0,https://www.vishvasnews.com/english/politics/fact-check-vp-of-this-company-did-not-participate-in-covid-19-clinical-trials-being-conducted-by-his-firm-viral-claim-is-fake/
Italy,"Jul 9, 2020","42 immigrants have just landed, ALL POSITIVE AT COVID, in Umbria",facebook,0,https://facta.news/notizia-satirica/2020/07/09/la-notizia-dei-42-immigrati-sbarcati-in-umbria-e-positivi-al-covid-e-un-contenuto-satirico/
Italy,"Jul 9, 2020",Thus the coronavirus has worsened the work of women in Italy,person,2,https://pagellapolitica.it/dichiarazioni/8667/cosi-il-coronavirus-ha-peggiorato-il-lavoro-delle-donne-in-italia
Germany,"Jul 9, 2020",RKI confirms Covid-19 mortality rate of 0.01 percent in Germany,website,0,https://correctiv.org/faktencheck/2020/07/09/nein-rki-bestaetigt-nicht-eine-covid-19-sterblichkeitsrate-von-001-prozent-in-deutschland/
India,"Jul 9, 2020","Dr. VK Srinivas, Vice-President of Bharath Biotech, He is taking first injection of COVID 19 vaccine. They have confidence in their product'",photo,0,https://www.vishvasnews.com/politics/fact-check-vp-of-this-company-did-not-participate-in-covid-19-clinical-trial-being-conducted-by-his-firm-viral-claim-is-not-2/
Italy,"Jul 9, 2020","""The data released today by Istat on the impact that the Covid emergency has had on the lives and jobs of women show that inequalities have grown alarmingly""",person,2,https://pagellapolitica.it/dichiarazioni/8667/cosi-il-coronavirus-ha-peggiorato-il-lavoro-delle-donne-in-italia
Russia,"Jul 9, 2020",This doctor hit a patient with COVID-19,multiple sources,0,https://factual.afp.com/el-video-de-un-medico-golpeando-un-paciente-es-de-2013-anos-antes-de-la-pandemia-de-coronavirus
Spain,"Jul 9, 2020",OUTRAGEOUS!! PATIENT COVID-19 IS MISTREATED IN A HOSPITAL AND BEATEN BY A DOCTOR:,social media,0,https://www.animalpolitico.com/elsabueso/falso-video-medico-golpea-paciente-covid/
United States,"Jul 9, 2020",U.S. President Donald Trump tweeted that South Dakota should close its border with California.,fake image,0,https://www.snopes.com/fact-check/trump-tweet-south-dakota-border/
Brazil,"Jul 9, 2020","Whoever has the real solution to this problem, throw the 1st stone !!! Shoot the Mayor who closed the city and sent everyone home. Shoot the President who asks to open the city and return to work. Shoot doctors who call for social isolation to prevent a breakdown in the health system. Shoot the economists who ask to go back to the routine predicting a financial collapse .... THE BUSINESS IS TO SHOOT STONES!",facebook,0,https://piaui.folha.uol.com.br/lupa/2020/07/09/verificamos-mario-texto-pandemia/
Brazil,"Jul 8, 2020",Pandemics happen once every century.,rodrigo duterte,0,https://www.verafiles.org/articles/vera-files-fact-check-duterte-errs-covid-19-response-timelin
United States,"Jul 8, 2020",Deaths from Covid are nearing zero in the U.S,facebook,1,https://healthfeedback.org/claimreview/u-s-covid-19-related-deaths-in-july-2020-may-not-be-as-low-as-preliminary-data-suggest/
United States,"Jul 8, 2020",The COVID-19 coronavirus pandemic caused a nationwide shortage of U.S. coins in circulation during the summer of 2020.,multiple sources,2,https://www.snopes.com/fact-check/coin-shortage-covid/
Brazil,"Jul 8, 2020",Statements on covid-10,jair bolsonaro,1,https://noticias.uol.com.br/confere/ultimas-noticias/2020/07/08/ao-falar-de-covid-19-bolsonaro-volta-a-usar-dados-sem-comprovacao.htm
Brazil,"Jul 8, 2020","Bolsonaro: The new coronavirus ""does better"" in cold climates, young people can rest easy, hydroxychloroquine and azithromycin are useful",jair bolsonaro,0,https://checamos.afp.com/ao-anunciar-contagio-por-covid-19-bolsonaro-cita-dados-imprecisos-e-remedios-sem-comprovacao-contra
Brazil,"Jul 8, 2020",The second of the Spanish flu wave was more lethal because the population abandoned the isolation Coronavirus COVID-19,multiple sources,0,https://checamos.afp.com/segunda-onda-da-gripe-espanhola-foi-mais-letal-mas-nao-porque-pessoas-se-despreocuparam
Brazil,"Jul 8, 2020",The photo shows Jair Bolsonaro in hospital after testing positive for the new coronavirus,fake image,1,https://facta.news/fuori-contesto/2020/07/08/questa-foto-non-mostra-bolsonaro-in-ospedale-dopo-essere-risultato-positivo-al-nuovo-coronavirus/
India,"Jul 8, 2020",Senior officials of Rajasthan police visited Ajmer Sharif Dargah as it reopened for devotees and offered prayers,social media,0,https://www.boomlive.in/fake-news/video-of-ajmer-polices-covid-19-awareness-march-shared-with-0-claim-8793
Colombia,"Jul 8, 2020",UdeA predicted peak of the pandemic between July and August.,social media,0,https://www.colombiacheck.com/chequeos/udea-no-predijo-casi-mil-muertos-por-dia-en-el-pico-de-covid-19
Spain,"Jul 8, 2020","King Felipe VI has spent more than 500,000 euros on a car in the midst of the COVID-19 crisis",social media,0,https://www.newtral.es/bulo-felipe-vi-medio-millon-euros-coche-crisis-covid/20200708/
France,"Jul 7, 2020","In France they do 700,000 tests [of COVID-19] a week",person,0,https://www.newtral.es/factcheck-gonzalez-terol-francia-tests-covid-19/20200707/
United States,"Jul 7, 2020","Carsyn Leigh Davis died of COVID-19 shortly after attending a ""COVID party"" at her youth church.",website,1,https://www.snopes.com/fact-check/florida-church-covid-party/
United Kingdom,"Jul 7, 2020",Leicester is going back into lockdown soon after 5G was rolled out there.,facebook,0,https://fullfact.org/online/leicester-5g-no-connection-covid/
United States,"Jul 7, 2020",The spread of Covid-19 is thought to have originated from flu vaccines contaminated with the new coronavirus.,social media,0,https://poligrafo.sapo.pt/fact-check/contagio-do-novo-coronavirus-pode-ter-comecado-a-partir-de-vacinas-da-gripe-contaminadas
Portugal,"Jul 7, 2020","It is one of the most viral publications of the last few days, shared by thousands of people on social networks in Portuguese. He advises people to ""add a deciliter of bleach to each of the drains in their washbasins"" as a way to prevent the contagion of Covid-19 from wastewater. ",social media,0,https://poligrafo.sapo.pt/fact-check/deitar-lixivia-nos-esgotos-previne-a-contaminacao-por-covid-19
Democratic Republic of the Congo,"Jul 7, 2020",Dr. Denis Mukwege said he resigned from the coronavirus task force in the Democratic Republic of the Congo because he was being offered money to falsify COVID-19 cases.,facebook,0,https://observador.pt/factchecks/fact-check-nobel-da-paz-abandonou-equipa-de-combate-a-covid-19-por-lhe-pedirem-para-0ar-dados/
Canada,"Jul 7, 2020","All COVID-19 patients in Victoria are entitled to a $1,500 government payment",multiple sources,1,https://factcheck.afp.com/misinformation-circulates-online-about-covid-19-government-handouts-australia
Canada,"Jul 7, 2020","All COVID-19 patients in Victoria are entitled to a $1,500 government payment",multiple sources,1,https://factcheckthailand.afp.com/node/10177
India,"Jul 7, 2020","Dr. VK Srinivas, Vice-President of Bharath Biotech, He is taking first injection of COVID 19 vaccine. They have confidence in their product'",twitter,0,https://newschecker.in/coronavirus/no-he-is-not-bharat-biotechs-vp-taking-the-first-dose-of-covid-vaccine-covaxin/
Italy,"Jul 7, 2020","We had those who died due to coronavirus per million inhabitants 30 times less than in Italy, 20 times less than in Spain, ladies and gentlemen, 8 times less than in rich Switzerland and well developed, 6 times less than in Germany.",person,0,https://demagog.org.pl/wypowiedzi/jaka-jest-smiertelnosc-na-covid-19-w-przeliczeniu-na-1-mln-mieszkancow-w-krajach-europejskich/
Democratic Republic of the Congo,"Jul 7, 2020",Dr. Denis Mukwege said he resigned from the coronavirus task force in the Democratic Republic of the Congo because he was being offered money to falsify COVID-19 cases.,person,0,https://www.snopes.com/fact-check/dr-mukwege-coronavirus/
Brazil,"Jul 7, 2020","First, this policy became private to governors and mayors. The President of the Republic has practically nothing to interfere in this policy, so whether it is going well or going badly, the responsibility rests with the governors and mayors, according to a decision by the STF.",jair bolsonaro,0,https://www.aosfatos.org/noticias/ao-anunciar-que-contraiu-covid-19-bolsonaro-recorre-informacoes-falsas-sobre-pandemia/
Democratic Republic of the Congo,"Jul 7, 2020",DRC has validated a remedy against Covid-19 made from artemisia,multiple sources,0,https://factuel.afp.com/non-la-rdc-na-pas-valide-un-remede-contre-le-covid-19-base-dartemisia
India,"Jul 7, 2020","Viral video shows the alarming COVID-19 situation in Gandhi hospital in Hyderabad, Telangana.",social media,0,https://thelogicalindian.com/fact-check/viral-video-covid-19-gandhi-hospital-hyderabad-telangana-22168
Australia,"Jul 7, 2020","The Victorian government in Australia is handing out AU $1,500 to all COVID-19 patients.",person,0,https://www.boomlive.in/world/are-covid-19-patients-given-au-1500-by-victorian-govt-not-quite-8786
United Kingdom,"Jul 7, 2020",COVID-19 does not exist. It is caused by 5G to install chips with vaccines.,facebook,0,https://www.colombiacheck.com/chequeos/el-estudioso-ingles-david-icke-miente-sobre-covid-19-y-5g
United States,"Jul 7, 2020","U.S. President Donald Trump’s June 20, 2020, election rally in Tulsa, Oklahoma, during the coronavirus pandemic could be connected to two days of 100% positive COVID-19 tests reported in the state more than a week later.",donald trump,0,https://www.snopes.com/fact-check/trump-tulsa-rally-covid19-test/
India,"Jul 7, 2020","India, Pakistan, Bangladesh, Thailand, and Indonesia are classified by the World Health Organization as part of the Western Pacific region.",person,0,https://verafiles.org/articles/vera-files-fact-check-roque-errs-covid-19-data-wrongly-class
New Zealand,"Jul 7, 2020","“New Zealand let health experts” rather than politicians make decisions about how to deal with COVID-19, “and as of today they have zero COVID cases.”",facebook,1,https://www.politifact.com/factchecks/2020/jul/10/facebook-posts/yes-science-led-new-zealand-currently-has-no-local/
United States,"Jul 6, 2020","It is a viral publication spread on social networks, in the form of a list with ""17 reflections"" on the pandemic of the new coronavirus attributed to the virologist Robert Ray Redfield, Director of the Center for Control and Prevention of Diseases (CDC) of the EE Among these reflections, the statement that ""wearing a barbijo during prolonged periods interferes with breathing and oxygen levels"" stands out.",social media,0,https://poligrafo.sapo.pt/fact-check/coronavirus-la-lista-de-recomendaciones-del-virologo-de-ee-uu-que-se-difundio-en-las-redes-sociales-es-autentica
Portugal,"Jul 6, 2020","""Europe lies to win tourism"", denounces a publication in the r ......",social media,0,https://poligrafo.sapo.pt/fact-check/italia-espana-y-el-reino-unido-presentan-cero-casos-de-covid-19-para-captar-turistas
India,"Jul 6, 2020","Dr. VK Srinivas, Vice-President of Bharath Biotech, He is taking first injection of COVID 19 vaccine. They have confidence in their product'",social media,0,https://thelogicalindian.com/fact-check/covaxin-bharat-biotech-vice-president-vk-srinivas-human-trial-22117
France,"Jul 6, 2020",Reopening of the Eiffel Tower lighting with a French tribute to the victims of COVID-19 coronavirus,multiple sources,0,https://checamos.afp.com/este-espectaculo-na-torre-eiffel-e-de-2019-e-nao-uma-homenagem-vitimas-do-novo-coronavirus
Brazil,"Jul 6, 2020","Studies show that the use of Ivermectin dropped the number of people infected with COVID-19 [in Natal, RN]",social media,0,https://piaui.folha.uol.com.br/lupa/2020/07/06/verificamos-ivermectina-natal/
United States,"Jul 6, 2020","California's governor ""forbids"" Christians from singing in church during the COVID-19 coronavirus disease pandemic.",social media,1,https://www.snopes.com/fact-check/california-forbids-singing-covid/
India,"Jul 6, 2020","Dr. VK Srinivas, Vice-President of Bharath Biotech, He is taking first injection of COVID 19 vaccine. They have confidence in their product'",social media,0,https://factly.in/category/fake-news/
United Kingdom,"Jul 6, 2020","At mobile Covid-19 testing units, 97% of results are delivered within 24 hours.",person,0,https://fullfact.org/health/matt-hancock-24hrs/
China,"Jul 6, 2020",There were thousands of students in Kudus who were unconscious after taking the Covid-19 rapid test from a Chinese hospital,facebook,0,https://cekfakta.tempo.co/fakta/867/fakta-atau-hoaks-benarkah-ribuan-santri-tak-sadarkan-diri-usai-ikut-rapid-test-covid-19-dari-rs-cina
India,"Jul 6, 2020",Coronation of coronary patients at Gandhi Hospital (COVID - 19 hospital),social media,0,https://factly.in/telugu-the-women-in-this-video-are-the-workers-in-gandhi-hospital-not-ocvid-19-patients/
India,"Jul 6, 2020","Video of the pathetic situation of COVID-19 patients in Gandhi hospital (COVID-19 dedicated hospital) in Hyderabad, Telangana",social media,0,https://factly.in/video-shows-gandhi-hospital-staff-sitting-in-the-hospital-corridor-not-covid-19-patients/
Mexico,"Jul 6, 2020","Differences between the symptoms of COVID-19 coronavirus, cold, flu and contamination, ISSSTE Mexico",multiple sources,1,https://factual.afp.com/el-issste-no-divulgo-la-enganosa-comparacion-entre-los-sintomas-del-covid-19-y-otras-enfermedades
United Kingdom,"Jul 6, 2020","The number of British children who need foster care has risen by 44% during the pandemic, children’s charity Barnardo’s has warned.",news media,2,https://fullfact.org/education/barnardos-foster-care-coronavirus/
United Kingdom,"Jul 6, 2020",A photograph shows Queen Elizabeth wearing a yellow face mask during the COVID-19 coronavirus disease pandemic.,fake image,0,https://www.snopes.com/fact-check/queen-yellow-facemask/
Hungary,"Jul 5, 2020",The dispatch by Hungary of the Tisa engineering battalion in Transcarpathia due to floods will end in the occupation of the region.,social media,0,https://www.stopfake.org/ru/fejk-pomoshh-vengrii-zakonchitsya-okkupatsiej-zakarpatya/
Portugal,"Jul 5, 2020","The Tourism sector suffered a severe shock with the Covid-19 pandemic, in Portugal as in the rest of the world, although at different scales.",social media,2,https://poligrafo.sapo.pt/fact-check/lisboa-foi-a-cidade-europeia-mais-procurada-por-turistas-na-primeira-quinzena-de-junho
Netherlands,"Jul 5, 2020","Bleach in the sewers. Please add 1 tablespoon of bleach to each drain of your toilets, washbasins, bathtubs, showers, dishwashers, etc ...",social media,0,https://www.boatos.org/saude/agua-sanitaria-esgotos-evita-contagio-covid-19-autoridades-holandesas.html
India,"Jul 5, 2020","Dr. VK Srinivas, Vice-President of Bharath Biotech, He is taking first injection of COVID 19 vaccine. They have confidence in their product'",twitter,0,https://hindi.asianetnews.com/gallery/fact-check/bharat-biotech-vice-president-first-dose-anti-covid-drug-covaxin-was-a-fake-claim-kpt-qd02xe
Brazil,"Jul 5, 2020","He was infected with the new coronavirus, died of the disease and was buried. However, he was still alive.",social media,0,https://poligrafo.sapo.pt/fact-check/homem-dado-como-morto-devido-a-covid-19-foi-enterrado-vivo-no-brasil
United States,"Jul 5, 2020","""Why are yall wearing a mask? Even the box is saying it doesn't protect against covid19.""",meme,1,https://www.factcheck.org/2020/07/meme-miscons2s-efficacy-of-face-masks-in-spread-of-covid-19/
Nepal,"Jul 5, 2020",Nepal shot down an Indian HAL Rudra helicopter that was carrying an airstrike in Belahiya and captured an Indian pilot,social media,0,https://www.boomlive.in/fake-news/2012-video-of-syria-shared-as-nepal-downing-indian-chopper-capturing-pilot-8753
Indonesia,"Jul 5, 2020","[0] ""A DAY AFTER THE RAPID TEST COVID-19 IS TAKEN TO THE SANTRI IN THE HOLY, 1,000 SANTRI IS NOT CONSCIOUSLY SELF-CONSIDERED""",fake image,1,https://cekfakta.com/focus/4265
India,"Jul 5, 2020","Video of a Kovid hospital in India, in which some monkeys are seen jumping around.",social media,0,https://aajtak.intoday.in/story/fact-check-reality-of-hospital-ward-in-which-monkey-can-see-not-from-india-1-1210214.html
Kazakhstan,"Jul 4, 2020","In Kazakhstan, the development of a vaccine will begin on the materials of blood recovered from COVID-19 Nursultan Nazarbayev",news media,0,https://factcheck.kz/v-mire/faktchekingovaya-nedelya-nazarbaev-i-satira-pravo-na-vakcinu-virusnaya-ispaniya-ximtrejly-obnulenie-putina/
India,"Jul 4, 2020","Dr. VK Srinivas, Vice-President of Bharath Biotech, He is taking first injection of COVID 19 vaccine. They have confidence in their product'",social media,0,https://www.boomlive.in/fake-news/bharat-biotech-rubbishes-viral-message-claiming-vp-getting-covaxin-8747
India,"Jul 4, 2020","Dr. VK Srinivas, Vice-President of Bharath Biotech, He is taking first injection of COVID 19 vaccine. They have confidence in their product'",social media,0,https://www.thequint.com/news/webqoof/no-image-does-not-show-covaxin-being-injected-into-arm-of-bharat-biotech-vp-fact-check
India,"Jul 4, 2020","Dr. VK Srinivas, Vice-President of Bharath Biotech, He is taking first injection of COVID 19 vaccine. They have confidence in their product'",social media,0,https://www.indiatoday.in/fact-check/story/bharat-biotech-vice-president-taking-dose-of-coronavirus-vaccine-fact-check-viral-picture-social-media-1696835-2020-07-04
Portugal,"Jul 4, 2020","A poster of the festival ""Noites de Verão"" is being circulated on social networks, supported by the municipality of Vila Nova de Gaia, with the following message highlighted: ""Infect yourself for just 10 euros a day"".",social media,0,https://poligrafo.sapo.pt/fact-check/camara-de-gaia-esta-a-promover-festival-de-musica-sob-o-mote-infecta-te-com-covid-19
United States,"Jul 4, 2020","A video showing a small ionizing air purifying device as a “NASA anti-Covid necklace” is being shared on social media. According to several publications, this device supposedly protects against the new coronavirus, so it is no longer necessary to wear a mask, besides helping to cure the disease.",multiple sources,0,https://poligrafo.sapo.pt/fact-check/o-colar-anti-covid-da-nasa-protege-contra-o-coronavirus-e-ajuda-na-cura-da-doenca
Nigeria,"Jul 3, 2020","A viral voice note on WhatsApp last June claimed that Access Bank in Onne, Rivers State has been shut down due to the coronavirus (COVID-19) infection.",instagram,1,https://www.icirnigeria.org/was-access-bank-in-onne-rivers-state-shut-down-due-to-covid-19-infection/
Nigeria,"Jul 3, 2020","A viral voice note on WhatsApp last June claimed that Access Bank in Onne, Rivers State has been shut down due to the coronavirus (COVID-19) pandemic.",whatsapp,1,https://www.icirnigeria.org/was-access-bank-in-onne-rivers-state-shut-down-due-to-covid-19-pandemic/
Spain,"Jul 3, 2020",The study of the Barbastro hospital in Huesca shows a relationship between COVID-19 and the flu vaccine,social media,0,https://maldita.es/malditaciencia/2020/06/26/por-que-el-estudio-del-hospital-de-barbastro-no-demuestra-cientificamente-una-relacion-entre-la-covid-19-y-la-vacuna-de-la-gripe/
Spain,"Jul 3, 2020",Chinese Usera stores are closing due to outbreak of coronavirus,social media,0,https://maldita.es/malditobulo/2020/06/24/comunidad-china-usera-madrid-este-cerrando-comercios-embajada-china-recomendado/
Colombia,"Jul 3, 2020","there is evidence that several immigrants infected with coronavirus have fled the isolation in a hostel in Cartagena (Murcia) and that one of them has been caught with 1,200 euros stolen from them, as stated by an audio",social media,0,https://maldita.es/malditobulo/2020/07/02/inmigrantes-patera-contagiadas-coronavirus-huido-aislamiento-hostal-manolo-cartagena/
India,"Jul 3, 2020","Dr. VK Srinivas, Vice-President of Bharath Biotech, He is taking first injection of COVID 19 vaccine. They have confidence in their product'",social media,0,https://www.altnews.in/viral-photo-does-not-show-bharat-biotechs-vp-taking-first-dose-of-covid-vaccine-covaxin/
Brazil,"Jul 3, 2020","João Campos, son of Eduardo Campos, states that ""money from the party fund is for our election (sic), it cannot be spent on covid-19, I vote no""",social media,0,https://politica.estadao.com.br/blogs/estadao-verifica/para-atacar-deputado-boato-inventa-voto-contra-uso-do-fundo-eleitoral-no-combate-a-covid-19/
Brazil,"Jul 3, 2020",«In Brazil they bring the dead of covid with one hand»,photo,1,https://facta.news/fuori-contesto/2020/07/03/questa-foto-di-sacchi-neri-che-non-contengono-cadaveri-non-e-stata-scattata-in-brasile/
Brazil,"Jul 3, 2020",Brazilian politician furious over nonexistent COVID-19 patients,video,0,https://periksafakta.afp.com/anggota-parlemen-brazil-itu-marah-karena-rumah-sakit-baru-untuk-pasien-covid-19-belum-beroperasi
United States,"Jul 3, 2020",An image shows the official COVID-19 series of NFL helmets.,fake image,0,https://cekfakta.com/focus/4249
United States,"Jul 3, 2020","""I would do press events in May, I would never be asked about coronavirus.''",person,0,https://www.politifact.com/factchecks/2020/jul/03/ron-desantis/desantis-0ly-claims-he-was-never-asked-about-c/
Honduras,"Jul 3, 2020",Fire of the ship that transported mobile hospitals for COVID-19 to Honduras,multiple sources,0,https://factual.afp.com/la-foto-del-incendio-no-es-del-barco-que-transportaba-hospitales-honduras-para-el-covid-19
Portugal,"Jul 3, 2020","Several publications were disseminated on social networks highlighting that the test of a couple from Portalegre, infected with Covid-19, was negative after doing a treatment with water from the Termas da Sulfúrea, in Cabeço de Vide, for a week.",social media,0,https://poligrafo.sapo.pt/fact-check/los-tratamientos-con-agua-termal-curan-a-personas-infectadas-con-covid-19
Spain,"Jul 3, 2020",Pedro Sánchez announces a system to generate money from home by investing in bitcoin during the coronavirus emergency,social media,0,https://maldita.es/malditobulo/2020/06/24/pedro-sanchez-generar-dinero-bitcoin/
United States,"Jul 2, 2020",Dr. Anthony Fauci said the National Institutes of Health (NIH) was told to cancel a grant funding research for a study investigating how coronaviruses jump from bats to humans.,person,0,https://www.snopes.com/fact-check/fauci-coronavirus-research-grant/
Portugal,"Jul 2, 2020","A poster was released on social networks, allegedly posted on the ma ......",facebook,0,https://poligrafo.sapo.pt/fact-check/protocolo-de-suspeitos-de-covid-19-na-maternidade-de-evora-consiste-em-cobrir-cabeca-da-utente-com-saco
Indonesia,"Jul 2, 2020",Photos and videos that are claimed to be photos and videos of the rejection of the HIP bill in various parts of Indonesia,facebook,1,https://cekfakta.tempo.co/fakta/863/fakta-atau-hoaks-benarkah-ini-foto-foto-aksi-penolakan-ruu-hip-di-berbagai-penjuru-indonesia
China,"Jul 2, 2020","If not enough covid-19, another very aggressive [flu] virus, which attacks pigs, had an explosion of cases in China and is already reaching other countries in Asia and Europe",facebook,0,https://piaui.folha.uol.com.br/lupa/2020/07/02/verificamos-novo-virus-gripe-porcos-china/
Brazil,"Jul 2, 2020",Verified content: Video recorded by doctor Ulysses José Guedes Gomes that went viral on Facebook.,social media,0,https://noticias.uol.com.br/comprova/ultimas-noticias/2020/07/02/medico-distorce-informacoes-sobre-a-covid-19-em-video.htm
Mexico,"Jul 2, 2020",Video shows fish washed up on a beach in Bali.,social media,0,https://www.boomlive.in/world/video-of-fish-on-a-mexican-beach-shared-as-video-shot-in-bali-8722
Italy,"Jul 2, 2020",The photo in Milan of a parade of people without a mask,photo,0,https://facta.news/fuori-contesto/2020/07/02/questa-foto-che-mostra-alcune-persone-sfilare-per-strada-non-centra-con-la-covid-19-e-non-mostra-milano/
Indonesia,"Jul 2, 2020",The photo is claimed to be the photo of Titiek Soeharto during a demonstration against the HIP Bill at the DPR,facebook,0,https://cekfakta.tempo.co/fakta/862/fakta-atau-hoaks-benarkah-ini-foto-titiek-soeharto-saat-demonstrasi-tolak-ruu-hip-di-dpr
United States,"Jul 2, 2020",Budweiser has acknowledged that its employee has urinated in beer tanks for 12 years.,twitter,0,https://www.boomlive.in/fake-news/satire-article-on-budweiser-employee-urinating-in-beer-viral-as-real-8720
Nigeria,"Jul 2, 2020",‘The GDP grew from 1.91% in 2018 to 2.27% in 2019 but declined to 1.87% in the first quarter of 2020 as a result of the decline in global economic activities due to the Covid-19 pandemic’.,person,1,https://africacheck.org/reports/fact-checking-buharis-democracy-day-claims-about-his-economic-achievements/
India,"Jul 2, 2020",Video shows Apache helicopters flying over Pangong Lake,social media,0,https://www.boomlive.in/fake-news/no-this-video-is-not-of-apache-helicopters-flying-over-pangong-lake-8718
Australia,"Jul 2, 2020",Police bulletin warns people of burglars going door to door offering face masks laced with chemicals which knock out their victim before they rob them.,social media,0,https://www.boomlive.in/world/fake-police-bulletin-warning-of-face-mask-scam-viral-on-social-media-8723
Austria,"Jul 2, 2020",WHO recommended completely unspecific corona virus tests,website,0,https://correctiv.org/faktencheck/2020/07/02/nein-die-who-empfahl-keine-voellig-unspezifischen-corona-tests/
China,"Jul 2, 2020",Nepali youth have taken to streets to protest against their Prime Minister for lobbying in support of China.,social media,1,https://thelogicalindian.com/fact-check/nepal-prime-minister-china-protest-22042
China,"Jul 1, 2020",People in China have stopped going to hospitals for COVID-19 treatment because they have learned to “kill” the novel coronavirus with heat,multiple sources,0,https://factcheck.afp.com/0-claim-circulates-online-china-no-longer-hospitalising-covid-19-patients
United States,"Jul 1, 2020",1994 Denver Mural Proves COVID-19 Planned,social media,0,https://www.stopfake.org/ru/fejk-freska-iz-denvera-1994-goda-dokazyvaet-chto-covid-19-byl-zaplanirovan/
Brazil,"Jul 1, 2020","Just to remember: STF removed Bolsonaro from Covid""s control by giving this power to Governors and Mayors. Do not cover the President",facebook,2,https://piaui.folha.uol.com.br/lupa/2020/07/01/verificamos-stf-bolsonaro-covid/
Brazil,"Jul 1, 2020","Verified content: Video published on a Facebook page accompanied by a text that says that the mayor of São Paulo, Bruno Covas, ""predicted thousands of deaths by covid-19 and bought 38 thousand coffins without bidding to bury the people.""",facebook,0,https://www.bol.uol.com.br/noticias/2020/07/01/e-falso-que-prefeitura-de-sp-tenha-comprado-38-mil-caixoes-sem-licitacao.htm
Mexico,"Jul 1, 2020",Video of COVID-19 dead bodies in Mexico being thrown into the sea.,social media,0,https://www.boomlive.in/fake-news/covid-19-skydiving-video-viral-as-mexico-dumping-dead-bodies-into-sea-8708
Sweden,"Jul 1, 2020","Because of ""failed strategy"": No more corona deaths in Sweden",website,1,https://correctiv.org/faktencheck/2020/07/01/corona-angeblich-keine-neuen-todesfaelle-in-schweden-bericht-laesst-wesentlichen-kontext-weg/
Brazil,"Jul 1, 2020","In Brazil, coffins that should have been victims of COVID-19 coronaviruses had stones",multiple sources,0,https://www.colombiacheck.com/index.php/chequeos/fotos-de-ataudes-desenterrados-y-llenos-de-piedras-son-del-2017
